Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Finance d’entreprise,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing et innovation produit,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing et innovation produit,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing and product innovation,,Fall,BAC+3,Paris,12000,2,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing and product innovation,,Fall,BAC+4,Paris,14000,1,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+3,"Nancy, Paris",12000,2,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+4,"Nancy, Paris",14000,1,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing digital,,Fall,BAC+3,Paris,12000,2,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing digital,,Fall,BAC+4,Paris,14000,1,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Luxury and design management,,Fall,BAC+3,Paris,12000,2,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Luxury and design management,,Fall,BAC+4,Paris,14000,1,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Supply chain management and purchasing,,Fall,BAC+3,Paris,12000,2,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Supply chain management and purchasing,,Fall,BAC+4,Paris,14000,1,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Stratégie marketing et développement commercial ,,Fall,BAC+3,"Nancy, Paris",12000,2,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Stratégie marketing et développement commercial ,,Fall,BAC+4,"Nancy, Paris",14000,1,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Management des Ressources Humaines et innovations sociales,,Fall,BAC+3,"Nancy, Paris",12000,2,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Management des Ressources Humaines et innovations sociales,,Fall,BAC+4,"Nancy, Paris",14000,1,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Marketing & Business ,Finance d'entreprise/Management commercial et sales intelligence/,"Fall, Spring",BAC,"Bordeaux, Grenoble, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",8500,3,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Marketing & Business ,Sustainable marketing/Sustainable procurement/,Fall,BAC,Paris,9000,3,English,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Programme Grande École,Strategic Management & Sustainable Business Models,Fall,BAC,Lyon,10500,5,Both,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Master in Management (Master Grande École),Strategic Management & Sustainable Business Models,Fall,BAC+3,Lyon,12000,2,Both,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Ingénierie d'affaires,,Fall,BAC+3,"Bordeaux, Grenoble, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",10900,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,"MBA Marketing, e-Business & IA",,Fall,BAC+3,"Bordeaux, Grenoble, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",10900,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Achats & Supply Chain Responsables ,,Fall,BAC+3,"Grenoble, Lille, Nantes",13350,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Digital Business et Transformation des Organisations ,,Fall,BAC+3,"Lyon, Montpellier, Nantes",10900,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,BTS Management Commercial Opérationnel (MCO) ,,Fall,BAC,"Lille, Lyon, Montpellier, Nantes, Nice, Paris",6650,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,BTS Négociation et Digitalisation de la Relation Client (NDRC) ,,Fall,BAC,"Bordeaux, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",6225,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,BTS Professions Immobilières (PI) ,,Fall,BAC,"Bordeaux, Lyon, Nice",6225,2,French,,,,,,,,,,,
No student in France,IDRAC - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,BTS Support à l'Action Managériale (SAM) ,,Fall,BAC,"Grenoble, Montpellier",6225,2,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 , Bachelor Responsable d’Etablissement Touristique ,,Fall,BAC+2,Nantes,15000,1,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA International Tourism Manager,,Fall,BAC+3,Lyon,11375,2,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 , Bachelor Responsable Développement Touristique Territorial,,Fall,BAC+2,"Lyon, Nantes",9100,1,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 , MBA Manager de la Stratégie Touristique et Commerciale ,,Fall,BAC+3,"Bordeaux, Lyon, Montpellier - Odysseum, Nantes",11375,2,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 , BTS Tourisme ,,Fall,BAC,Lyon,12460,2,French,,,,,,,,,,,
No student in France,IEFT - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 , BTS Tourisme ,,Fall,BAC,"Bordeaux, Montpellier - Odysseum, Nantes",0,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Marché de l'art,Mobilier et objets d’art/ Peinture et arts graphiques/Mobilier et objets d’art/ Peinture et arts graphiques/,Fall,BAC,Paris,8450,3,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor ICC - Industries Culturelles et Créatives,Production culturelle/Communication culturelle/,Fall,BAC,Paris,8450,3,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Production Culturelle,,Fall,BAC,Paris,8450,3,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Communication Culturelle,,Fall,BAC,Paris,8450,3,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Spring,BAC+3,Paris,10150,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art contemporain,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art contemporain,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère commissariat d’exposition,,Fall,BAC+3,Paris,9500,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère commissariat d’exposition,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère stratégie de communication culturelle,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère stratégie de communication culturelle,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Management de la musique,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Management de la musique,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère production et diffusion de spectacle vivant,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère production et diffusion de spectacle vivant,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Production et distribution cinéma & audiovisuel,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Production et distribution cinéma & audiovisuel,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère politiques de médiation culturelle,,Fall,BAC+3,Paris,9650,2,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère politiques de médiation culturelle,,Fall,BAC+4,Paris,10140,1,French,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor in Arts Management,,Fall,BAC,Paris,9650,3,English,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,MBA in Arts & Cultural Management,,"Fall, Spring",BAC+4,Paris,19990,1,English,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,MBA in Performing arts management & Entertainment,,"Fall, Spring",BAC+4,Paris,16850,1,English,,,,,,,,,,,
Deadline is August 25th,IESA arts & Culture - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,"MBA in Contemporary Art: Sales, Display and Collecting",,"Fall, Spring",BAC+4,Paris,16850,1,English,,,,,,,,,,,
,IESEG School of Management,Business School  📈,Grande Ecole 👑,Bachelor in International Business (BIB) ,"Accounting, Fintech and Sustainable Finance/Marketing, Customer Relationship Management and Digital Transformation/Innovation, Start-up and Entrepreneurship/Leadership and People Management/Logistics and Supply Chain Management/",Fall,BAC,"Lille, Paris",11850,3,English,,,,,,,,,,,
,IESEG School of Management,Business School  📈,Grande Ecole 👑,Bachelor in Management and Tech Design ,,Fall,BAC,"Lille, Paris",10500,3,English,,,,,,,,,,,
,IESEG School of Management,Business School  📈,Grande Ecole 👑,Programme Grande École,"Financial Management & Control/Finance (En)/Marketing (En)/International Negotiation & Sales/General, Management and Strategic Councelling/Operation & Supply Chain Management/Innovation & Entrepreneurship/Audit, Contrôle de Gestion & Direction Financière/Institutions Financières : Gestion des risques et conformité/Digital Marketing & e-commerce/Digital Marketing et Innovation/Gestion des Opérations et de la Supply Chain/Management & Ingénierie Commerciale/Management du Commerce de la Grande Distribution/Gestion des données pour les entreprises/",Fall,BAC,"Lille, Paris",13680,5,French,,,,,,,,,,,
CLOSED,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),"Financial Management & Control/Finance/Marketing/International Negotiation & Sales/General, Management and Strategic Councelling/Operation & Supply Chain Management/Innovation & Entrepreneurship/",Fall,BAC+3,"Lille, Paris",12720,2,English,,,,,,,,,,,
CLOSED,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),"Audit, Contrôle de Gestion & Direction Financière/Institutions Financières : Gestion des risques et conformité/Digital Marketing & e-commerce/Digital Marketing et Innovation/Gestion des Opérations et de la Supply Chain/Management & Ingénierie Commerciale/Management du Commerce de la Grande Distribution/Gestion des données pour les entreprises/",Fall,BAC+3,"Lille, Paris",0,2,French,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Business (MIB),,Fall,BAC+3,"Lille, Paris",10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Business (MIB),,Spring,BAC+3,Lille,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Business (MIB),,Fall,BAC+4,"Lille, Paris",18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Business (MIB),,Spring,BAC+4,Lille,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Strategy and Digital Transformation ,,Fall,BAC+3,Paris,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Strategy and Digital Transformation ,,Fall,BAC+4,Paris,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Sales Management Negotiation,,Fall,BAC+3,Paris,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in International Sales Management Negotiation,,Fall,BAC+4,Paris,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Digital Marketing & Customer Experience Management,,Fall,BAC+3,Lille,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Digital Marketing & Customer Experience Management,,Fall,BAC+4,Lille,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Fashion Management,,Fall,BAC+3,Paris,11350,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Fashion Management,,Fall,BAC+4,Paris,19700,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Finance ,"Financial Analysis/Banking, Capital Markets & Financial Technology/",Fall,BAC+3,Paris,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in Finance ,"Financial Analysis/Banking, Capital Markets & Financial Technology/",Fall,BAC+4,Paris,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,"Master in International Accounting, Audit & Control",,Fall,BAC+3,Paris,10600,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,"Master in International Accounting, Audit & Control",,Fall,BAC+4,Paris,18200,1.5,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in AI & Data Analytics for Business,,Fall,BAC+3,Lille,11350,2,English,,,,,,,,,,,
Deadline is June 15th,IESEG School of Management,Business School  📈,Grande Ecole 👑,Master in AI & Data Analytics for Business,,Fall,BAC+4,Lille,19700,1.5,English,,,,,,,,,,,
