Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,,,,,
No student in France,ESMD - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste compliance,,Fall,BAC+3,Paris,8700,2,French,,,,,,,,,,,
No student in France,ESMD - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste d’affaires & legaltech,,Fall,BAC+3,Paris,8700,2,French,,,,,,,,,,,
No student in France,ESMD - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste des contrats,,Fall,BAC+3,Paris,8700,2,French,,,,,,,,,,,
No student in France,ESMD - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste compliance du secteur financier,,Fall,BAC+3,Paris,8700,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,Paris,8100,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,2,English,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,Fall,BAC,Paris,8300,3,English,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor International Marketing and Communication,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Année passerelle Marketing & Communication,,Fall,BAC+2,Paris,8100,1,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Année passerelle Marketing & Communication,,Fall,BAC+2,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,1,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing de l’entertainment & des industries créatives,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing d’influence & événementiel,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Stratégie Média & Activation Digitale,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Direction artistique & Digital Design,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Stratégie de marque & Brand Content,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Communication corporate & institutionnelle,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,,,,,
,ESP Ecole supérieur de Publicité - AD Education Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère International Marketing & Communication Strategy,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Bachelor in International Management,International Business Developer/,Fall,BAC,"Angers, Lyon, Paris",10800,3,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Bachelor en Management International,Entrepreneuriat et Innovation/,Fall,BAC,"Aix-en-Provence, Angers, Bordeaux, Lyon, Strasbourg",10800,3,French,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Programme Grande École,Corporate Finance/International Business and Management/Banking and Financial Engineering/Marketing & Customer Experience/Marketing & Digital Communication/All Masters of Science are available/,Fall,BAC,"Angers, Lyon, Paris",14045,5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Programme Grande École,Audit Expertise/Conseil/Entrepreneuriat et innovation/Gestion des prix et des revenus/,Fall,BAC,"Aix-en-Provence, Angers, Bordeaux, Lyon, Paris",14045,5,French,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Corporate Finance/International Business and Management/Banking and Financial Engineering/Marketing & Customer Experience/Marketing & Digital Communication/All Masters of Science are available/,Fall,BAC+3,"Aix-en-Provence, Angers, Bordeaux, Lyon, Paris",14500,2,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Audit Expertise/Conseil/Entrepreneuriat et innovation/Gestion des prix et des revenus/,Fall,BAC+3,"Angers, Lyon",14500,2,French,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Management of Artificial Intelligence,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Finance and Data Analytics,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Sustainable Management & Social Impact,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Luxury Management,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Global Business Management,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc Gestion de Patrimoine et Banque Privée,,Fall,BAC+4,Lyon,18400,1.5,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor Sciences et Ingénierie - Manager de la construction,,Fall,BAC,"Cachan, Dijon, Orléans",7800,3,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor technologique - Conducteur de travaux,,Fall,BAC,Cachan,7100,3,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor Architecture & construction,,Fall,BAC,Troyes,7800,3,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor GéoData et génie civil,,Fall,BAC,Cachan,7100,3,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC,"Cachan, Dijon, Orléans, Troyes",7800,5,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC,Cachan,7100,5,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Master in Engineering (Master Grande École) ,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC+3,"Cachan, Dijon, Orléans, Troyes",9700,2,Both,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Master in Engineering (Master Grande École) ,Travaux Publics/Génie énergétique de la construction durable (GECD),Fall,BAC+3,"Aix-en-Provence, Cachan",0,2,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'ouvrage et gestion immobilière MOGI,,Fall,BAC+5,Paris,15750,1,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'ouvrage et gestion immobilière MOGI,,Fall,BAC+5,Paris,15750,1.5,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® conception intégrée et cycle de vie du bâtiment et des infrastructures BIM ,/,Fall,BAC+5,Paris,17000,1.5,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Responsable Bas Carbone de Projets de Construction RBC,,Fall,BAC+5,Paris,13500,1.5,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'Œuvre en Travaux de Génie Écologique TGE,,Fall,BAC+5,Paris,13500,1.5,French,,,,,,,,,,,
Closed,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management et techniques en entreprise générale MTEG,,Fall,BAC+5,Paris,13000,1.5,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management de l'immobilier et des services MIS,,Fall,BAC+5,Paris,15750,1,French,,,,,,,,,,,
Deadline is July 23rd,ESTP Engineering School,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management dans les entreprises de construction AMEC,,Fall,BAC+5,Paris,15750,1,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Bachelor First Year Program,,"Fall, Spring",BAC,La Rochelle,9800,1,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Bachelor First Year Program,,Spring,BAC,Paris,9800,1,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Bachelor in Business,"Management commercial /Marketing Digital et Relation Client/Entrepreneuriat durable/International Business/Tourisme, animation et évènementiel /Gestion et négociation immobilière/Gestion de la santé et du bien-être /Management commercial /Management et évènementiel du sport/International Business /Management des Achats et de la Supply Chain/Conseiller particulier Banque-Assurances/Communication digitale /",Fall,BAC,"La Rochelle, Orléans, Tours",9600,3,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,BBA International,International Sales Management    /International Corporate Finance    /Sustainable performance Management   /,Fall,BAC,"La Rochelle, Paris",12400,4,Both,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Programme Grande École,All Masters of Science are available/,Fall,BAC,"La Rochelle, Paris, Tours",14000,5,Both,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),All Masters of Science are available/,Fall,BAC+3,"La Rochelle, Paris, Tours",15900,2,Both,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),All Masters of Science are available/,Spring,BAC+3,Paris,15900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in Brand Management,,Fall,BAC+3,La Rochelle,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Ingénieur d'Affaires,,Fall,BAC+3,"La Rochelle, Orléans",12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Digital Marketing,,Fall,BAC+3,Paris,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Digital Marketing,,Fall,BAC+3,"La Rochelle, Orléans, Tours",0,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc International Event Marketing and Management,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Marketing et Management des Ventes,,Fall,BAC+3,"La Rochelle, Orléans, Tours",12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in Sustainable Luxury & Creative Industries,,Fall,BAC+3,Paris,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Stratégie et Développement des Ressources Humaines,,Fall,BAC+3,Tours,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in International Business Management,,Fall,BAC+3,"La Rochelle, Paris",12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Stratégies du Développement durable et de la RSE,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Audit-Conseil et Contrôle,,Fall,BAC+3,"La Rochelle, Orléans",12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Banque et Chargé d'Affaires,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in International Corporate Finance,,Fall,BAC+3,La Rochelle,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in Sustainable Finance,,Fall,BAC+3,Paris,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Contrôle de Gestion et Business Intelligence,,Fall,BAC+3,Tours,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Management Intégré des Achats et de la Supply Chain,,Fall,BAC+3,"La Rochelle, Orléans, Tours",12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc in Sustainable Global Supply Chain Management,,Fall,BAC+3,Paris,12900,2,English,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Management du Tourisme et de l'Événementiel ,,Fall,BAC+3,Paris,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Gestion des Services Immobiliers,,Fall,BAC+3,Tours,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Management de la Santé – Prévention et Bien-Être ,,Fall,BAC+3,Orléans,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Management de la Santé – Prévention et Bien-Être ,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,,,,,
,EXCELIA Group,Business School  📈,Grande Ecole 👑,MSc Gestion de patrimoine,,Fall,BAC+3,Tours,12900,2,French,,,,,,,,,,,
,Ferrandi Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in Culinary Arts and Entrepreneurship,French Cuisine/ French Pastry/,Fall,BAC,Paris,14700,3,English,,,,,,,,,,,
,Ferrandi Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in Culinary Arts and Entrepreneurship,French Cuisine/ French Pastry/,Fall,BAC,"Bordeaux, Paris, Rennes",14700,3,French,,,,,,,,,,,
,Ferrandi Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in F&B and Hospitality Management,"Luxury & Hotel Chain management /F&B Entrepreneurship & Events/F&B Entrepreneurship & Events/Luxury Hotel, Resort and Park Management/Luxury Hotel, Resort and Park Management/Luxury Hotel Spa & Thalasso Management/Wine Management & Tourism/",Fall,BAC,Paris,13900,3,English,,,,,,,,,,,
,Ferrandi Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in F&B and Hospitality Management,"Luxury & Hotel Chain management /F&B Entrepreneurship & Events/F&B Entrepreneurship & Events/Luxury Hotel, Resort and Park Management/Luxury Hotel, Resort and Park Management/Luxury Hotel Spa & Thalasso Management/Wine Management & Tourism/",Fall,BAC,"Bordeaux, Paris, Rennes",13900,3,French,,,,,,,,,,,
,Ferrandi Paris,Arts Schools 🎭,Grande Ecole 👑,MSc in Hospitality Management,,"Fall, Spring",BAC+3,"Bordeaux, Paris, Rennes",13900,2,Both,,,,,,,,,,,
,FFOLLOZZ - IGENSIA Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Marketing d’influence,,Fall,BAC,Paris,8450,3,French,,,,,,,,,,,
,FFOLLOZZ - IGENSIA Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Professionnel Marketing d’Influence ,,Fall,BAC+3,Paris,0,2,French,,,,,,,,,,,
,FFOLLOZZ - IGENSIA Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère Professionnel Marketing d’Influence ,,Fall,BAC+4,Paris,0,1,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Relations Internationales & Sciences Politiques,,Fall,BAC,"Bordeaux, Lyon, Paris, Rennes, Toulouse",10133,3,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor of Arts in Humanities,,Fall,BAC,Paris,10133,3,English,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,MSc Manager des Institutions et des Affaires Publiques,,Fall,BAC+3,"Lyon, Paris",11225,2,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Master Manager de l’Innovation et de la RSE,,Fall,BAC+3,Paris,12285,2,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Mastère International Business & Diplomacy,,Fall,BAC+3,Paris,11760,2,English,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Relations Internationales & Sciences Politiques,,Spring,BAC,Paris,9545,3,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,MSc - ERCI - Diplomatie économique et développement international des entreprises,,Fall,BAC+3,"Lyon, Paris",11225,2,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,MSc - ERCI - Politiques de défense et de sécurité internationale,,Fall,BAC+3,Paris,11225,2,French,,,,,,,,,,,
CLOSED,HEIP - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Licence Professionnelle Responsable de Projet Développement Durable & Transitions,,Fall,BAC,Paris,10710,3,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Développeur Web,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Data & IA,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Webmarketing UX,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Programme Grande École,,"Fall, Spring",BAC,Montreuil,9100,5,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Data & IA ,,Fall,BAC+3,Montreuil,9600,2,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Marketing Digital & UX,,Fall,BAC+3,Montreuil,9200,2,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Prépa Mastère Digital,,Fall,BAC+2,Montreuil,9600,1,French,,,,,,,,,,,
Deadline is August 25th,HETIC - GALILEO Group,Engineering 🛠,Ecole Spécialisée 🧢 ,Master en transformation digitale et technologique (Master Grande École) ,,Fall,BAC+3,Montreuil,9800,2,French,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Bachelor en Sciences du Management - Business Development,,Fall,BAC,"Paris, Toulouse",8650,3,French,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Bachelor en Sciences du Management - Event Management,,Fall,BAC,Paris,8650,3,French,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Développement d’affaires/Marketing digital et e-business/Business development/Digital Marketing and e-Business/,Fall,BAC,Paris,8650,3,Both,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Développement d’affaires/Marketing digital et e-business/,Fall,BAC,Lyon,8650,3,French,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Business development/Digital Marketing and e-Business/,Spring,BAC,Paris,8650,3,English,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Programme Grande École,International Business Development/Management du commerce responsable & Expérience client/Marketing digitale/Achats/,Fall,BAC,"Paris, Toulouse",12000,5,Both,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),International Business Development/Management du commerce responsable & Expérience client/Marketing digitale/Achats/,Fall,BAC+3,"Paris, Toulouse",12600,2,Both,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Fall,BAC+3,Paris,12000,2,Both,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Spring,BAC+3,Paris,12000,2,English,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Fall,BAC+4,Paris,12000,1,Both,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager  - International Business Development,,Fall,BAC+3,Toulouse,12000,2,English,,,,,,,,,,,
,ICD - IGENSIA Group,Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager  - International Business Development,,Fall,BAC+4,Toulouse,12000,1,English,,,,,,,,,,,
Janvier 2026: 1ère possible-clôture 30 septembre ,ICN Business School,Business School  📈,Grande Ecole 👑,Bachelor in Management,"International Business /Luxury retail strategies /Management de l'innovation /Communication et Événementiel /Banque et Finance /Banque et Assurance/Digital marketing /
","Fall, Spring",BAC,"Nancy, Paris",9000,3,Both,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Finance (Both)/Marketing (Both)/Ressources humaines/Audit & Compliance/Management of Organisations (Both)/Marketing & product innovation/Contrôle de gestion/Luxury and Design Management/Banque et gestion de patrimoine/Digital marketing (Fr)/Corporate Finance/Finance d'entreprise/Stratégie marketing et développement commercial/Cultural and Creative Industries Management/International Business Development/Management des ressources humaines et innovations sociales/All Masters of Science are available/,Fall,BAC+3,"Nancy, Paris",14000,2,Both,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Audit and Compliance,,Fall,BAC+3,Nancy,12000,2,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Audit and Compliance,,Fall,BAC+4,Nancy,14000,1,English,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Banque et gestion de patrimoine,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Banque et gestion de patrimoine,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Corporate Finance,,Fall,BAC+3,Paris,12000,2,Both,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Corporate Finance,,Fall,BAC+4,Paris,14000,1,Both,,,,,,,,,,,
"deadline: June, 12th for non EU students/July, 28th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Finance d’entreprise,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,,,,,
